Sheet,Date,Weekday,Time,Instructor,Task,ColorHex,ColorName
MARZO26,2026-12-09,Wednesday,18:00,RIVA,ARROYO,F4CCCC,Light Pink
MARZO26,2026-12-09,Wednesday,19:00,RIVA,TEORIA,F4CCCC,Light Pink
